"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"116","Saint Lucia","3",2021-11-14,"Cumulative percent infected","2","Percent","24.3","12.9","39.2"
"117","Saint Vincent and the Grenadines","3",2021-11-14,"Cumulative percent infected","2","Percent","16.5","9.0","26.6"
"118","Suriname","3",2021-11-14,"Cumulative percent infected","2","Percent","52.1","26.5","78.4"
"119","Trinidad and Tobago","3",2021-11-14,"Cumulative percent infected","2","Percent","25.1","11.9","40.0"
"422","Virgin Islands","3",2021-11-14,"Cumulative percent infected","2","Percent","23.4","12.0","39.1"
"124","Central Latin America","2",2021-11-14,"Cumulative percent infected","2","Percent","59.1","52.2","65.9"
"125","Colombia","3",2021-11-14,"Cumulative percent infected","2","Percent","45.2","35.3","54.1"
"126","Costa Rica","3",2021-11-14,"Cumulative percent infected","2","Percent","44.6","28.9","60.9"
"127","El Salvador","3",2021-11-14,"Cumulative percent infected","2","Percent","36.0","23.6","49.4"
"128","Guatemala","3",2021-11-14,"Cumulative percent infected","2","Percent","62.8","44.8","81.9"
"129","Honduras","3",2021-11-14,"Cumulative percent infected","2","Percent","81.4","66.4","91.7"
"130","Mexico","3",2021-11-14,"Cumulative percent infected","2","Percent","65.7","61.1","70.8"
"4643","Aguascalientes","4",2021-11-14,"Cumulative percent infected","2","Percent","51.2","26.7","70.0"
"4644","Baja California","4",2021-11-14,"Cumulative percent infected","2","Percent","79.2","59.4","89.4"
"4645","Baja California Sur","4",2021-11-14,"Cumulative percent infected","2","Percent","70.5","48.6","88.6"
"4646","Campeche","4",2021-11-14,"Cumulative percent infected","2","Percent","56.2","40.1","78.6"
"4649","Chiapas","4",2021-11-14,"Cumulative percent infected","2","Percent","37.1","21.9","55.6"
"4650","Chihuahua","4",2021-11-14,"Cumulative percent infected","2","Percent","41.5","15.7","76.0"
"4647","Coahuila","4",2021-11-14,"Cumulative percent infected","2","Percent","80.4","60.4","92.1"
"4648","Colima","4",2021-11-14,"Cumulative percent infected","2","Percent","47.8","28.8","69.7"
"4652","Durango","4",2021-11-14,"Cumulative percent infected","2","Percent","73.2","46.6","90.6"
"4653","Guanajuato","4",2021-11-14,"Cumulative percent infected","2","Percent","78.2","57.9","92.1"
"4654","Guerrero","4",2021-11-14,"Cumulative percent infected","2","Percent","50.6","41.9","59.0"
"4655","Hidalgo","4",2021-11-14,"Cumulative percent infected","2","Percent","75.4","55.7","89.4"
"4656","Jalisco","4",2021-11-14,"Cumulative percent infected","2","Percent","56.0","42.5","71.6"
"4657","México","4",2021-11-14,"Cumulative percent infected","2","Percent","69.9","55.0","82.7"
"4651","Mexico City","4",2021-11-14,"Cumulative percent infected","2","Percent","83.5","71.3","89.1"
"4658","Michoacán de Ocampo","4",2021-11-14,"Cumulative percent infected","2","Percent","46.5","36.0","59.4"
"4659","Morelos","4",2021-11-14,"Cumulative percent infected","2","Percent","69.0","48.9","90.8"
"4660","Nayarit","4",2021-11-14,"Cumulative percent infected","2","Percent","54.0","38.1","75.3"
"4661","Nuevo León","4",2021-11-14,"Cumulative percent infected","2","Percent","76.0","62.3","84.9"
"4662","Oaxaca","4",2021-11-14,"Cumulative percent infected","2","Percent","47.2","34.2","58.7"
"4663","Puebla","4",2021-11-14,"Cumulative percent infected","2","Percent","78.0","62.4","88.2"
"4664","Querétaro","4",2021-11-14,"Cumulative percent infected","2","Percent","48.0","17.8","80.8"
"4665","Quintana Roo","4",2021-11-14,"Cumulative percent infected","2","Percent","82.6","66.5","91.0"
"4666","San Luis Potosí","4",2021-11-14,"Cumulative percent infected","2","Percent","55.6","41.8","69.4"
"4667","Sinaloa","4",2021-11-14,"Cumulative percent infected","2","Percent","72.8","54.5","86.4"
"4668","Sonora","4",2021-11-14,"Cumulative percent infected","2","Percent","74.4","60.8","85.3"
"4669","Tabasco","4",2021-11-14,"Cumulative percent infected","2","Percent","79.3","61.5","88.9"
"4670","Tamaulipas","4",2021-11-14,"Cumulative percent infected","2","Percent","63.6","46.6","80.7"
"4671","Tlaxcala","4",2021-11-14,"Cumulative percent infected","2","Percent","73.8","57.7","89.9"
"4672","Veracruz de Ignacio de la Llave","4",2021-11-14,"Cumulative percent infected","2","Percent","60.8","43.8","76.6"
"4673","Yucatán","4",2021-11-14,"Cumulative percent infected","2","Percent","82.2","57.4","91.7"
"4674","Zacatecas","4",2021-11-14,"Cumulative percent infected","2","Percent","53.6","34.7","73.0"
"131","Nicaragua","3",2021-11-14,"Cumulative percent infected","2","Percent","55.4","46.1","63.5"
"132","Panama","3",2021-11-14,"Cumulative percent infected","2","Percent","40.5","31.4","51.1"
"133","Venezuela","3",2021-11-14,"Cumulative percent infected","2","Percent","54.3","45.1","62.7"
"134","Tropical Latin America","2",2021-11-14,"Cumulative percent infected","2","Percent","59.2","50.1","68.1"
"135","Brazil","3",2021-11-14,"Cumulative percent infected","2","Percent","59.0","50.0","68.1"
"4750","Acre","4",2021-11-14,"Cumulative percent infected","2","Percent","49.8","31.9","69.2"
"4751","Alagoas","4",2021-11-14,"Cumulative percent infected","2","Percent","52.8","28.1","77.5"
"4753","Amapá","4",2021-11-14,"Cumulative percent infected","2","Percent","68.1","51.3","82.2"
"4752","Amazonas","4",2021-11-14,"Cumulative percent infected","2","Percent","67.7","48.7","86.2"
"4754","Bahia","4",2021-11-14,"Cumulative percent infected","2","Percent","59.7","37.4","77.1"
"4755","Ceará","4",2021-11-14,"Cumulative percent infected","2","Percent","68.5","52.4","85.7"
"4756","Distrito Federal","4",2021-11-14,"Cumulative percent infected","2","Percent","51.5","25.8","91.3"
"4757","Espírito Santo","4",2021-11-14,"Cumulative percent infected","2","Percent","64.2","45.8","81.8"
"4758","Goiás","4",2021-11-14,"Cumulative percent infected","2","Percent","78.0","63.4","86.1"
"4759","Maranhão","4",2021-11-14,"Cumulative percent infected","2","Percent","67.1","26.1","90.6"
"4762","Mato Grosso","4",2021-11-14,"Cumulative percent infected","2","Percent","70.2","55.5","84.7"
"4761","Mato Grosso do Sul","4",2021-11-14,"Cumulative percent infected","2","Percent","60.5","37.0","80.8"
"4760","Minas Gerais","4",2021-11-14,"Cumulative percent infected","2","Percent","75.4","53.8","93.2"
"4763","Pará","4",2021-11-14,"Cumulative percent infected","2","Percent","57.9","34.7","76.4"
"4764","Paraíba","4",2021-11-14,"Cumulative percent infected","2","Percent","65.0","42.2","85.7"
"4765","Paraná","4",2021-11-14,"Cumulative percent infected","2","Percent","57.9","45.5","70.2"
"4766","Pernambuco","4",2021-11-14,"Cumulative percent infected","2","Percent","45.6","30.6","57.8"
"4767","Piauí","4",2021-11-14,"Cumulative percent infected","2","Percent","62.6","38.1","80.4"
"4768","Rio de Janeiro","4",2021-11-14,"Cumulative percent infected","2","Percent","46.0","34.3","58.8"
"4769","Rio Grande do Norte","4",2021-11-14,"Cumulative percent infected","2","Percent","47.8","37.1","59.1"
"4772","Rio Grande do Sul","4",2021-11-14,"Cumulative percent infected","2","Percent","33.6","25.1","62.1"
"4770","Rondônia","4",2021-11-14,"Cumulative percent infected","2","Percent","66.0","52.1","80.2"
"4771","Roraima","4",2021-11-14,"Cumulative percent infected","2","Percent","71.1","55.3","89.8"
"4773","Santa Catarina","4",2021-11-14,"Cumulative percent infected","2","Percent","67.5","52.8","88.1"
"4775","São Paulo","4",2021-11-14,"Cumulative percent infected","2","Percent","57.4","45.2","70.2"
"4774","Sergipe","4",2021-11-14,"Cumulative percent infected","2","Percent","33.5","26.9","63.3"
"4776","Tocantins","4",2021-11-14,"Cumulative percent infected","2","Percent","73.5","50.0","90.0"
"136","Paraguay","3",2021-11-14,"Cumulative percent infected","2","Percent","62.8","45.5","76.7"
"137","North Africa and Middle East","1",2021-11-14,"Cumulative percent infected","2","Percent","55.3","40.8","67.1"
"160","Afghanistan","3",2021-11-14,"Cumulative percent infected","2","Percent","84.8","47.4","93.4"
"139","Algeria","3",2021-11-14,"Cumulative percent infected","2","Percent","18.4","11.3","30.5"
"140","Bahrain","3",2021-11-14,"Cumulative percent infected","2","Percent","55.2","36.0","71.7"
"141","Egypt","3",2021-11-14,"Cumulative percent infected","2","Percent","65.4","15.1","89.4"
"142","Iran","3",2021-11-14,"Cumulative percent infected","2","Percent","60.5","45.1","85.3"
"143","Iraq","3",2021-11-14,"Cumulative percent infected","2","Percent","82.4","57.1","91.7"
"144","Jordan","3",2021-11-14,"Cumulative percent infected","2","Percent","64.9","44.9","77.4"
"145","Kuwait","3",2021-11-14,"Cumulative percent infected","2","Percent","41.9","24.6","66.3"
"146","Lebanon","3",2021-11-14,"Cumulative percent infected","2","Percent","67.3","45.6","83.7"
"147","Libya","3",2021-11-14,"Cumulative percent infected","2","Percent","83.8","63.8","91.7"
"148","Morocco","3",2021-11-14,"Cumulative percent infected","2","Percent","67.2","36.0","86.3"
"150","Oman","3",2021-11-14,"Cumulative percent infected","2","Percent","42.0","28.1","61.0"
"149","Palestine","3",2021-11-14,"Cumulative percent infected","2","Percent","79.9","56.3","90.5"
"151","Qatar","3",2021-11-14,"Cumulative percent infected","2","Percent","61.0","41.4","72.8"
"152","Saudi Arabia","3",2021-11-14,"Cumulative percent infected","2","Percent","22.4","13.6","37.3"
"522","Sudan","3",2021-11-14,"Cumulative percent infected","2","Percent","49.7","18.8","77.6"
"153","Syria","3",2021-11-14,"Cumulative percent infected","2","Percent","20.2","9.2","33.9"
"154","Tunisia","3",2021-11-14,"Cumulative percent infected","2","Percent","77.9","51.1","91.2"
"155","Turkey","3",2021-11-14,"Cumulative percent infected","2","Percent","49.6","31.1","76.6"
"156","United Arab Emirates","3",2021-11-14,"Cumulative percent infected","2","Percent","26.0","14.5","38.4"
"157","Yemen","3",2021-11-14,"Cumulative percent infected","2","Percent","37.5","13.1","71.1"
"158","South Asia","1",2021-11-14,"Cumulative percent infected","2","Percent","65.8","59.5","71.5"
"161","Bangladesh","3",2021-11-14,"Cumulative percent infected","2","Percent","74.3","57.2","92.4"
"162","Bhutan","3",2021-11-14,"Cumulative percent infected","2","Percent","2.2","1.3","3.3"
"163","India","3",2021-11-14,"Cumulative percent infected","2","Percent","64.3","57.7","70.4"
"4841","Andhra Pradesh","4",2021-11-14,"Cumulative percent infected","2","Percent","70.2","48.4","93.4"
"4842","Arunachal Pradesh","4",2021-11-14,"Cumulative percent infected","2","Percent","37.1","24.3","64.9"
"4843","Assam","4",2021-11-14,"Cumulative percent infected","2","Percent","71.7","47.2","95.8"
"4844","Bihar","4",2021-11-14,"Cumulative percent infected","2","Percent","69.1","31.2","83.3"
"4846","Chhattisgarh","4",2021-11-14,"Cumulative percent infected","2","Percent","65.3","50.5","89.4"
"4849","Delhi","4",2021-11-14,"Cumulative percent infected","2","Percent","82.7","63.5","91.7"
"4850","Goa","4",2021-11-14,"Cumulative percent infected","2","Percent","55.1","38.4","74.1"
"4851","Gujarat","4",2021-11-14,"Cumulative percent infected","2","Percent","67.9","39.4","85.6"
"4852","Haryana","4",2021-11-14,"Cumulative percent infected","2","Percent","67.1","48.2","83.2"
"4853","Himachal Pradesh","4",2021-11-14,"Cumulative percent infected","2","Percent","49.1","37.4","66.3"
"4854","Jammu and Kashmir","4",2021-11-14,"Cumulative percent infected","2","Percent","47.8","27.5","62.3"
"4855","Jharkhand","4",2021-11-14,"Cumulative percent infected","2","Percent","58.3","20.5","89.9"
"4856","Karnataka","4",2021-11-14,"Cumulative percent infected","2","Percent","62.3","37.2","76.7"
"4857","Kerala","4",2021-11-14,"Cumulative percent infected","2","Percent","43.9","26.0","85.2"
"4859","Madhya Pradesh","4",2021-11-14,"Cumulative percent infected","2","Percent","62.1","30.2","80.8"
"4860","Maharashtra","4",2021-11-14,"Cumulative percent infected","2","Percent","53.6","39.8","78.3"
"4861","Manipur","4",2021-11-14,"Cumulative percent infected","2","Percent","76.0","49.7","90.4"
"4862","Meghalaya","4",2021-11-14,"Cumulative percent infected","2","Percent","66.4","45.6","90.6"
"4863","Mizoram","4",2021-11-14,"Cumulative percent infected","2","Percent","62.1","48.4","68.9"
"4864","Nagaland","4",2021-11-14,"Cumulative percent infected","2","Percent","60.3","40.1","90.1"
"4865","Odisha","4",2021-11-14,"Cumulative percent infected","2","Percent","84.0","59.2","89.9"
"4867","Punjab","4",2021-11-14,"Cumulative percent infected","2","Percent","55.4","31.7","66.9"
"4868","Rajasthan","4",2021-11-14,"Cumulative percent infected","2","Percent","58.2","36.6","73.3"
"4869","Sikkim","4",2021-11-14,"Cumulative percent infected","2","Percent","46.8","33.4","67.4"
"4870","Tamil Nadu","4",2021-11-14,"Cumulative percent infected","2","Percent","66.8","57.4","76.4"
"4871","Telangana","4",2021-11-14,"Cumulative percent infected","2","Percent","64.3","33.5","85.8"
"4872","Tripura","4",2021-11-14,"Cumulative percent infected","2","Percent","49.6","36.7","68.7"
"4873","Uttar Pradesh","4",2021-11-14,"Cumulative percent infected","2","Percent","72.1","46.1","93.8"
"4874","Uttarakhand","4",2021-11-14,"Cumulative percent infected","2","Percent","61.3","38.4","82.2"
"4875","West Bengal","4",2021-11-14,"Cumulative percent infected","2","Percent","55.7","16.2","77.0"
"164","Nepal","3",2021-11-14,"Cumulative percent infected","2","Percent","73.4","63.0","95.3"
"165","Pakistan","3",2021-11-14,"Cumulative percent infected","2","Percent","68.3","51.6","81.5"
"53615","Azad Jammu & Kashmir","4",2021-11-14,"Cumulative percent infected","2","Percent","71.4","51.9","90.9"
"53616","Balochistan","4",2021-11-14,"Cumulative percent infected","2","Percent","57.3","26.7","80.5"
"53617","Gilgit-Baltistan","4",2021-11-14,"Cumulative percent infected","2","Percent","78.1","46.4","92.9"
"53618","Islamabad Capital Territory","4",2021-11-14,"Cumulative percent infected","2","Percent","53.9","29.2","72.4"
"53619","Khyber Pakhtunkhwa","4",2021-11-14,"Cumulative percent infected","2","Percent","84.9","63.0","91.9"
"53621","Sindh","4",2021-11-14,"Cumulative percent infected","2","Percent","77.9","53.4","89.1"
"4","Southeast Asia, east Asia, and Oceania","1",2021-11-14,"Cumulative percent infected","2","Percent","12.1","8.0","15.9"
"5","East Asia","2",2021-11-14,"Cumulative percent infected","2","Percent","0.2","0.1","0.3"
"6","China","3",2021-11-14,"Cumulative percent infected","2","Percent","0.2","0.1","0.3"
"7","Democratic People's Republic of Korea","3",2021-11-14,"Cumulative percent infected","2","Percent","0.3","0.2","0.5"
"8","Taiwan","3",2021-11-14,"Cumulative percent infected","2","Percent","0.4","0.3","0.7"
"21","Oceania","2",2021-11-14,"Cumulative percent infected","2","Percent","32.1","16.8","47.4"
"22","Fiji","3",2021-11-14,"Cumulative percent infected","2","Percent","32.8","16.3","48.0"
"351","Guam","3",2021-11-14,"Cumulative percent infected","2","Percent","45.3","30.5","62.9"
"376","Northern Mariana Islands","3",2021-11-14,"Cumulative percent infected","2","Percent","1.2","0.3","2.7"
"26","Papua New Guinea","3",2021-11-14,"Cumulative percent infected","2","Percent","39.3","19.4","59.0"
"30","Vanuatu","3",2021-11-14,"Cumulative percent infected","2","Percent","0.8","0.3","2.1"
"9","Southeast Asia","2",2021-11-14,"Cumulative percent infected","2","Percent","37.7","24.8","49.7"
"10","Cambodia","3",2021-11-14,"Cumulative percent infected","2","Percent","21.7","9.7","32.8"
"11","Indonesia","3",2021-11-14,"Cumulative percent infected","2","Percent","56.6","35.4","76.2"
"12","Laos","3",2021-11-14,"Cumulative percent infected","2","Percent","17.1","8.0","28.1"
"13","Malaysia","3",2021-11-14,"Cumulative percent infected","2","Percent","31.7","21.4","44.2"
"14","Maldives","3",2021-11-14,"Cumulative percent infected","2","Percent","35.4","26.8","58.3"
"183","Mauritius","3",2021-11-14,"Cumulative percent infected","2","Percent","14.1","9.1","20.5"
"15","Myanmar","3",2021-11-14,"Cumulative percent infected","2","Percent","31.4","17.2","43.8"
"16","Philippines","3",2021-11-14,"Cumulative percent infected","2","Percent","48.6","31.3","66.6"
"186","Seychelles","3",2021-11-14,"Cumulative percent infected","2","Percent","45.8","37.6","51.1"
"17","Sri Lanka","3",2021-11-14,"Cumulative percent infected","2","Percent","15.3","11.4","19.9"
"18","Thailand","3",2021-11-14,"Cumulative percent infected","2","Percent","11.4","6.2","18.0"
"19","Timor-Leste","3",2021-11-14,"Cumulative percent infected","2","Percent","29.6","15.3","43.8"
"20","Vietnam","3",2021-11-14,"Cumulative percent infected","2","Percent","8.7","4.9","15.3"
"166","Sub-Saharan Africa","1",2021-11-14,"Cumulative percent infected","2","Percent","70.5","61.6","75.9"
"167","Central sub-Saharan Africa","2",2021-11-14,"Cumulative percent infected","2","Percent","76.3","52.8","86.1"
"168","Angola","3",2021-11-14,"Cumulative percent infected","2","Percent","84.0","47.5","95.8"
"169","Central African Republic","3",2021-11-14,"Cumulative percent infected","2","Percent","61.9","46.2","84.0"
"170","Congo (Brazzaville)","3",2021-11-14,"Cumulative percent infected","2","Percent","71.7","53.3","85.9"
"171","DR Congo","3",2021-11-14,"Cumulative percent infected","2","Percent","75.1","48.5","86.0"
"172","Equatorial Guinea","3",2021-11-14,"Cumulative percent infected","2","Percent","70.2","53.6","83.6"
"173","Gabon","3",2021-11-14,"Cumulative percent infected","2","Percent","65.5","35.9","86.5"
"174","Eastern sub-Saharan Africa","2",2021-11-14,"Cumulative percent infected","2","Percent","72.9","64.3","79.2"
"175","Burundi","3",2021-11-14,"Cumulative percent infected","2","Percent","15.3","11.3","19.8"
"176","Comoros","3",2021-11-14,"Cumulative percent infected","2","Percent","67.0","50.7","84.8"
"177","Djibouti","3",2021-11-14,"Cumulative percent infected","2","Percent","58.2","35.5","84.3"
"178","Eritrea","3",2021-11-14,"Cumulative percent infected","2","Percent","27.7","20.8","36.1"
"179","Ethiopia","3",2021-11-14,"Cumulative percent infected","2","Percent","83.2","67.9","90.9"
"180","Kenya","3",2021-11-14,"Cumulative percent infected","2","Percent","84.1","71.6","92.3"
"181","Madagascar","3",2021-11-14,"Cumulative percent infected","2","Percent","75.5","63.0","90.2"
"182","Malawi","3",2021-11-14,"Cumulative percent infected","2","Percent","86.7","57.3","94.4"
"184","Mozambique","3",2021-11-14,"Cumulative percent infected","2","Percent","89.3","68.9","98.1"
"185","Rwanda","3",2021-11-14,"Cumulative percent infected","2","Percent","44.2","25.4","66.0"
"187","Somalia","3",2021-11-14,"Cumulative percent infected","2","Percent","80.5","68.4","90.0"
"435","South Sudan","3",2021-11-14,"Cumulative percent infected","2","Percent","56.5","35.5","88.4"
"189","Tanzania","3",2021-11-14,"Cumulative percent infected","2","Percent","64.7","55.1","71.5"
"190","Uganda","3",2021-11-14,"Cumulative percent infected","2","Percent","51.4","37.6","69.5"
"191","Zambia","3",2021-11-14,"Cumulative percent infected","2","Percent","87.7","60.8","98.7"
"192","Southern sub-Saharan Africa","2",2021-11-14,"Cumulative percent infected","2","Percent","67.8","56.3","77.3"
"193","Botswana","3",2021-11-14,"Cumulative percent infected","2","Percent","65.8","31.4","94.8"
"197","Eswatini","3",2021-11-14,"Cumulative percent infected","2","Percent","67.4","38.0","94.3"
"194","Lesotho","3",2021-11-14,"Cumulative percent infected","2","Percent","61.9","32.1","90.9"
"195","Namibia","3",2021-11-14,"Cumulative percent infected","2","Percent","66.4","39.9","93.7"
"196","South Africa","3",2021-11-14,"Cumulative percent infected","2","Percent","64.0","50.8","75.1"
"198","Zimbabwe","3",2021-11-14,"Cumulative percent infected","2","Percent","83.1","40.9","95.6"
"199","Western sub-Saharan Africa","2",2021-11-14,"Cumulative percent infected","2","Percent","67.0","55.5","77.2"
"200","Benin","3",2021-11-14,"Cumulative percent infected","2","Percent","32.2","19.5","49.0"
"201","Burkina Faso","3",2021-11-14,"Cumulative percent infected","2","Percent","68.5","49.1","86.7"
"203","Cape Verde","3",2021-11-14,"Cumulative percent infected","2","Percent","65.2","34.6","90.1"
"202","Cameroon","3",2021-11-14,"Cumulative percent infected","2","Percent","61.8","8.8","86.8"
"204","Chad","3",2021-11-14,"Cumulative percent infected","2","Percent","54.0","30.0","85.6"
"205","Cote d'Ivoire","3",2021-11-14,"Cumulative percent infected","2","Percent","68.2","49.4","80.7"
"206","The Gambia","3",2021-11-14,"Cumulative percent infected","2","Percent","75.2","53.2","89.8"
"207","Ghana","3",2021-11-14,"Cumulative percent infected","2","Percent","62.3","44.1","75.0"
"208","Guinea","3",2021-11-14,"Cumulative percent infected","2","Percent","77.5","57.5","91.6"
"209","Guinea-Bissau","3",2021-11-14,"Cumulative percent infected","2","Percent","65.3","41.4","87.7"
"210","Liberia","3",2021-11-14,"Cumulative percent infected","2","Percent","60.8","39.9","80.5"
"211","Mali","3",2021-11-14,"Cumulative percent infected","2","Percent","75.0","48.2","93.3"
"212","Mauritania","3",2021-11-14,"Cumulative percent infected","2","Percent","67.6","41.8","90.7"
"213","Niger","3",2021-11-14,"Cumulative percent infected","2","Percent","51.0","28.0","72.3"
"214","Nigeria","3",2021-11-14,"Cumulative percent infected","2","Percent","72.3","55.1","88.5"
"215","São Tomé and Príncipe","3",2021-11-14,"Cumulative percent infected","2","Percent","52.9","40.2","66.8"
"216","Senegal","3",2021-11-14,"Cumulative percent infected","2","Percent","78.3","65.1","87.4"
"217","Sierra Leone","3",2021-11-14,"Cumulative percent infected","2","Percent","40.5","25.5","55.3"
"218","Togo","3",2021-11-14,"Cumulative percent infected","2","Percent","53.9","38.5","68.7"
